Geocod;V012;V013;V014;V015
4301800;1173;393;0;229
4301859;773;168;0;62
4301875;815;308;0;43
4301909;3157;925;0;179
4301925;174;132;0;314
4301958;571;28;0;16
4302006;1191;1776;0;598
4302055;343;231;0;47
4302105;34229;1312;14;938
4302154;630;69;0;4
4302204;2170;39;0;16
4302220;404;201;0;38
4302238;597;131;0;49
4302253;678;177;0;60
4302303;2536;790;0;218
4302352;3009;752;4;33
4302378;439;178;1;164
4302402;3607;205;1;184
4302451;1096;1191;0;180
4302501;1826;326;1;229
4302584;531;117;0;54
4302600;833;239;0;139
4302659;1440;215;0;15
4302709;6475;207;1;63
4302808;9222;1840;2;930
4302907;3764;540;2;187
4303004;25037;3337;5;995
4303103;33262;5306;6;300
4303202;979;255;1;218
4303301;1673;37;1;9
4303400;871;611;0;139
4303509;16274;3465;0;520
4303558;793;21;0;21
4303608;1386;229;0;566
4303673;445;530;0;126
4303707;1991;71;0;8
4303806;1675;163;0;44
4303905;14782;5061;0;153
4304002;1608;175;0;57
4304101;744;31;0;354
4304200;6123;3176;7;1096
4304309;2040;83;0;36
4304358;2092;431;16;288
4304408;12278;403;2;244
4304507;6780;8173;1;2611
4304606;100552;2117;5;1166
4304614;316;251;0;33
4304622;206;191;0;184
4304630;12196;1134;0;293
4304655;580;384;1;64
4304663;6780;784;1;240
4304671;809;446;0;20
4304689;1178;2490;2;238
4304697;739;95;0;21
4304705;18571;1116;0;466
4304713;1461;835;0;273
4304804;7545;527;2;305
4304853;303;122;0;73
4304903;2519;141;0;150
4304952;702;206;0;83
4305009;2921;142;0;49
4305108;138863;5012;18;1886
4305109;153;359;0;82
4305116;628;265;0;49
4305124;1349;732;0;169
4305132;1092;370;0;129
4305157;737;35;0;16
4305173;827;1670;0;836
4305207;4287;40;1;92
4305306;2994;267;0;68
4305355;9390;211;1;105
4305371;427;143;0;359
4305405;1259;85;0;8
4305439;1820;110;1;24
4305447;85;1159;0;256
4305454;3999;355;0;45
4305504;1041;319;0;309
4305587;731;56;1;55
4305603;1025;176;0;44
4305702;1736;271;2;129
4305801;2691;58;0;313
4305835;242;278;0;14
4305850;645;120;0;41
4305871;745;108;0;20
4305900;1842;303;0;472
4305934;314;161;4;7
4305959;758;244;0;244
4305975;733;158;0;19
4306007;3974;740;2;183
4306056;1529;596;0;206
4306072;798;110;0;46
4306106;19973;871;3;345
4306130;430;176;0;75
4306205;3092;294;0;809
4306304;1176;206;0;126
4306320;792;199;0;64
4306353;963;24;0;5
4306379;382;537;0;172
4306403;9062;273;5;63
4306429;572;105;0;37
4306452;731;106;0;218
4306502;1160;2357;1;1097
4306551;593;203;1;155
4306601;11538;958;37;291
4306700;681;176;0;258
4306734;1530;246;0;112
4306759;507;108;0;27
4306767;9129;1589;3;259
4306809;6431;233;3;259
4306908;5767;1883;1;717
4306924;425;1;0;7
4306932;2374;306;0;381
4306957;886;95;0;70
4306973;647;135;0;153
4307005;31407;976;5;380
4307054;905;154;0;23
4307104;1721;527;0;208
4307203;931;514;0;128
4307302;1879;350;0;331
4307401;797;187;0;108
4307450;780;257;1;58
4307500;4112;559;0;152
4307501;113;40;1;11
4307559;1709;151;0;162
4307609;8951;4820;0;109
4307708;24487;1770;1;129
4307807;10014;340;2;119
4307815;878;152;0;46
4307831;885;113;0;26
4307864;462;163;0;138
4307906;16854;1603;10;1495
4308003;1463;311;0;385
4308052;516;186;0;151
4308078;1115;139;0;16
4308102;3346;764;5;60
4308201;7303;980;5;510
4308250;489;140;0;24
4308300;1712;993;1;456
4308409;1091;1039;7;212
4308433;679;180;1;26
4308458;1293;143;0;125
4308508;8117;692;2;365
4308607;8734;552;2;845
4308656;953;113;0;24
4308706;1197;419;0;365
4308805;2093;785;0;123
4308854;476;53;0;16
4308904;4798;544;0;290
4309001;4731;596;1;274
4309050;1140;1112;0;117
4309100;9533;1188;0;419
4309126;631;44;0;19
4309159;395;638;0;182
4309209;62516;18747;2;1113
4309258;357;160;0;14
4309308;29159;1756;3;324
4309407;6892;342;1;368
4309506;2554;48;0;19
4309555;1076;323;0;20
4309571;475;347;0;94
4309605;6181;151;1;245
4309654;1010;630;32;254
4309704;1436;127;1;155
4309753;712;573;0;45
4309803;1252;270;2;123
4309902;1430;457;0;315
4309951;1186;172;0;36
4310009;5683;774;0;302
4310108;7468;2525;4;274
4310207;24871;1259;4;647
4310306;900;299;1;66
4310330;5625;176;0;29
4310363;854;172;1;37
4310405;1623;360;0;275
4310413;703;38;0;15
4310439;1381;406;0;203
4310462;397;77;0;174
4310504;1677;535;3;426
4310538;1167;411;1;83
4310553;942;203;1;46
4310579;333;334;1;48
4310603;9736;1273;1;328
4310652;566;128;0;216
4310702;784;398;0;98
4310751;417;153;0;115
4310801;6039;375;5;268
4310850;1010;93;0;240
4310876;548;175;1;82
4310900;838;122;0;247
4311007;9342;547;11;117
4311106;2254;880;1;857
4311122;810;370;0;141
4311130;616;477;0;118
4311155;1749;474;0;466
4311205;5420;654;0;271
4311239;419;295;1;139
4311254;670;897;1;370
4311270;485;63;0;9
4311304;8121;777;0;364
4311403;22157;416;7;2382
4311429;713;61;0;28
4311502;2168;348;1;113
4311601;1568;65;0;149
4311627;1536;175;0;35
4311643;418;108;3;18
4311700;1193;415;0;299
4311718;862;418;0;95
4311734;428;446;0;139
4311759;1993;292;0;220
4311775;1016;962;0;315
4311791;700;130;0;10
4311809;10024;858;1;1080
4311908;1159;497;1;102
4311981;390;693;1;305
4312005;492;57;0;206
4312054;1069;306;5;55
4312104;923;586;0;335
4312138;342;174;0;288
4312153;1285;34;0;5
4312179;601;19;0;0
4312203;969;442;0;209
4312252;2374;85;0;11
4312302;1108;350;0;109
4312351;422;40;0;6
4312377;188;374;0;201
4312378;0;9;0;2
4312385;736;57;3;30
4312401;15956;3368;4;543
4312427;818;34;0;27
4312443;856;164;0;131
4312450;786;1264;0;247
4312476;1323;343;6;256
4312500;1013;3035;4;58
4312609;1609;59;0;14
4312617;397;300;0;44
4312618;18;25;0;4
4312625;404;71;0;69
4312658;5141;246;0;68
4312674;576;28;0;14
4312708;3406;374;0;157
4312757;770;123;0;25
4312807;1119;69;2;106
4312906;2374;213;1;63
4312955;644;20;0;3
4313003;811;193;0;38
4313011;898;15;0;1
4313037;1422;41;0;86
4313060;255;4886;1;227
4313086;470;217;0;34
4313102;1246;421;0;235
4313201;4952;1367;10;298
4313300;6247;536;0;770
4313334;650;164;0;28
4313359;794;193;0;51
4313375;2640;4330;2;239
4313391;910;336;0;102
4313409;61386;17820;4;1119
4313425;1247;125;0;43
4313441;693;25;0;3
4313466;556;19;0;0
4313490;1213;60;0;42
4313508;9211;3522;2;640
4313607;1150;152;0;62
4313656;1840;1985;0;50
4313706;9776;861;0;227
4313707;56;50;0;54
4313805;1523;613;1;154
4313904;11553;909;1;533
4313953;3108;207;1;61
4314001;1808;241;0;97
4314027;1556;713;0;233
4314035;636;535;0;6
4314050;7390;8675;0;734
4314068;468;764;3;270
4314076;1133;727;0;218
4314100;58425;2538;2;631
4314134;467;127;0;55
4314159;2389;404;1;83
4314175;398;212;23;103
4314209;2515;182;0;73
4314308;758;273;0;103
4314407;107085;3787;9;1780
4314408;94;831;1;270
4314423;1321;322;0;94
4314456;766;36;0;16
4314464;544;143;0;58
4314472;971;349;0;73
4314498;700;579;3;150
4314506;3691;863;7;164
4314555;929;20;1;12
4314605;4264;1927;1;993
4314704;2327;912;0;209
4314753;649;27;0;2
4314779;982;248;0;37
4314787;453;68;0;12
4314803;2919;6915;3;290
4314902;504915;1268;17;2018
4315008;1832;117;0;29
4315057;807;18;0;8
4315073;618;61;0;4
4315107;3332;138;1;138
4315131;296;278;0;49
4315149;681;95;0;15
4315156;1012;841;0;149
4315172;488;51;0;88
4315206;825;396;0;59
4315305;6923;423;16;208
4315313;330;146;0;95
4315321;517;273;0;83
4315354;1066;50;0;10
4315404;2085;250;0;422
4315453;504;192;0;25
4315503;4113;1000;13;225
4315552;452;536;0;182
4315602;61092;3531;10;689
4315701;9162;2529;0;1019
4315750;802;453;0;193
4315800;2889;282;6;310
4315909;1821;62;0;128
4315958;796;55;0;20
4316006;3782;2442;0;472
4316105;2771;170;0;95
4316204;1577;76;0;17
4316303;2286;85;0;12
4316402;10588;1823;19;585
4316428;773;61;0;19
4316436;868;109;0;62
4316451;3430;205;1;217
4316477;874;16;0;2
4316501;1870;270;2;44
4316600;4567;481;2;280
4316709;2485;380;0;185
4316733;233;161;0;138
4316758;1708;198;1;11
4316808;37041;2450;14;1035
4316907;79714;5383;13;1836
4316908;15;171;0;3
4316956;987;740;0;306
4316972;278;344;0;103
4317004;1516;883;0;543
4317103;24608;1988;16;581
4317202;21698;777;3;792
4317251;467;53;0;48
4317301;9383;1539;2;204
4317400;15968;831;4;361
4317509;24272;596;1;507
4317510;243;44;0;3
4317558;524;107;0;24
4317608;7379;4899;0;1500
4317707;2942;787;0;90
4317756;602;81;0;11
4317806;4354;277;0;160
4317905;4290;396;2;168
4317954;659;113;0;49
4318002;16758;2035;2;796
4318051;833;89;0;25
4318101;4742;1355;0;710
4318200;4729;1393;1;573
4318309;17623;1739;19;584
4318408;5619;1187;0;453
4318424;1122;318;1;159
4318432;374;213;0;268
4318440;779;87;0;41
4318457;782;83;0;38
4318465;377;218;2;112
4318481;1212;129;0;11
4318499;733;15;0;2
4318507;4862;3425;0;451
4318606;1310;447;0;366
4318614;479;198;1;21
4318622;466;344;0;266
4318705;69205;1263;5;556
4318804;8229;3899;50;1086
4318903;11024;607;1;219
4319000;5505;534;1;655
4319109;1728;217;0;67
4319125;526;302;0;295
4319158;1647;357;0;516
4319208;1879;83;0;44
4319307;1943;79;0;21
4319356;905;99;1;49
4319364;457;108;1;45
4319372;899;41;0;6
4319406;4124;1161;0;488
4319505;5035;2262;0;102
4319604;6180;1374;5;535
4319703;633;407;0;160
4319711;555;138;0;47
4319737;704;21;0;10
4319752;528;99;0;9
4319802;2036;455;1;282
4319901;14518;9727;1;236
4320008;38425;3800;4;501
4320107;6362;251;0;309
4320206;2929;466;1;290
4320230;902;69;0;51
4320263;1305;656;0;262
4320305;1358;165;0;135
4320321;829;103;0;10
4320354;831;771;0;205
4320404;4039;186;0;287
4320453;412;288;0;64
4320503;1389;527;0;252
4320552;348;1270;1;393
4320578;669;17;0;16
4320602;595;336;0;332
4320651;430;272;1;110
4320677;1068;1583;1;519
4320701;4411;277;1;146
4320800;8608;869;0;480
4320859;320;974;0;161
4320909;5967;282;2;271
4321006;3214;214;0;99
4321105;4990;710;0;88
4321204;10875;7010;3;617
4321303;7994;989;1;318
4321329;736;130;0;48
4321352;404;1483;0;20
4321402;3368;802;2;162
4321436;1369;1778;0;152
4321451;8883;326;5;81
4321469;759;108;1;59
4321477;906;999;7;279
4321493;725;216;1;75
4321501;10053;1932;2;158
4321600;12103;1520;2;118
4321626;663;96;0;14
4321634;601;211;1;61
4321667;1328;1657;0;433
4321709;5039;1878;6;819
4321808;7343;428;0;531
4321832;553;262;0;193
4321857;1267;127;0;31
4321907;7222;704;6;570
4321956;1534;354;0;66
4322004;4420;3264;0;912
4322103;1890;97;1;69
4322152;775;381;0;102
4322186;334;121;0;80
4322202;6113;786;0;384
4322251;1054;184;0;19
4322301;2729;220;0;119
4322327;538;379;0;157
4322343;676;42;0;8
4322350;323;76;0;59
4322376;470;145;0;217
4322400;34515;2253;3;651
4322509;17938;1293;2;274
4322525;533;275;0;356
4322533;1942;1136;0;455
4322541;1378;158;0;67
4322558;625;8;0;2
4322608;16433;4892;17;1352
4322707;7017;610;0;168
4322806;6858;363;2;345
4322855;541;65;0;16
4322905;1028;585;1;144
4323002;67695;6369;12;1399
4323101;1213;405;1;93
4323200;874;79;0;7
4323309;778;128;0;80
4323358;567;76;0;36
4323408;1206;108;1;17
4323457;952;315;0;236
4323507;526;203;0;154
4323606;383;64;0;15
4323705;709;168;0;70
4323754;1113;29;0;8
4323770;655;162;2;48
4323804;3392;394;0;72
5000203;2854;1179;0;419
5000252;1038;468;0;81
5000609;8507;1191;19;965
5000708;6072;988;0;292
5000807;1689;632;0;394
5000856;2421;354;0;206
5000906;1947;266;0;259
5001003;5534;1916;0;58
5001102;11247;1585;0;843
5001243;1742;813;0;153
5001508;1561;759;0;21
5001904;5322;569;0;377
5002001;2565;786;0;119
5002100;5621;783;0;375
5002159;1843;375;0;232
5002209;5081;831;1;275
5002308;2997;725;1;146
5002407;5608;1565;0;414
5002605;3757;909;0;120
5002704;225197;21100;3;1425
5002705;811;943;0;123
5002803;1078;318;3;170
5002902;6522;553;0;142
5002951;5081;820;0;216
5003108;971;543;0;142
5003157;2434;1003;0;221
5003207;24624;1235;52;1788
5003256;5507;673;0;279
5003306;9305;793;0;410
5003454;3208;656;0;74
5003488;2253;580;1;57
5003504;1165;395;0;80
5003702;48051;11253;1;869
5003703;503;171;0;3
5003751;2981;262;0;404
5003801;5044;1392;0;43
5003900;571;423;0;43
5004007;2562;577;0;157
5004106;2630;617;0;39
5004304;3468;874;0;271
5004403;1593;800;0;241
5004502;4951;1124;0;141
5004601;2694;1033;0;888
5004700;5536;1018;0;647
5004809;1513;88;0;389
5004908;881;1019;1;231
5005004;6698;505;0;245
5005103;707;351;0;223
5005152;1135;541;0;148
5005202;4837;59;2;267
5005251;1111;732;0;64
5005400;8535;1722;0;217
5005608;5312;737;0;1078
5005681;4697;271;0;403
5005707;13582;936;0;166
5005806;2917;1223;0;297
5006002;4176;646;0;162
5006200;12464;1121;0;885
5006259;895;184;0;517
5006309;8513;5053;0;134
5006358;1744;449;0;932
5006408;2010;477;0;172
5006606;15895;4853;1;1019
5006903;2994;616;21;466
5007109;4235;1515;0;706
5007208;7629;1384;1;283
5007307;1327;308;0;89
5007406;5215;563;0;248
5007505;1002;631;0;76
5007554;1402;812;1;185
5007695;6058;946;0;74
5007703;2698;416;1;114
5007802;1483;318;0;188
5007901;9550;2283;1;1336
5007935;4314;246;1;244
5007950;1748;501;0;494
5007976;895;230;0;49
5008008;3634;1527;0;250
5008305;29146;2381;0;267
5008404;1429;540;0;44
5100102;1219;207;1;314
5100201;4879;1297;0;183
5100250;9202;5735;0;205
5100300;4383;624;2;124
5100359;591;474;0;402
5100409;2900;316;0;204
5100508;1936;778;0;376
5100607;2148;221;0;24
5100805;951;1306;0;204
5101001;649;376;0;62
5101209;330;42;0;15
5101258;3902;620;1;308
5101308;2176;601;0;136
5101407;3236;1645;0;483
5101605;1038;552;0;627
5101704;7207;1677;0;523
5101803;16033;1296;7;444
5101852;22;1316;0;198
5101902;2697;1212;0;484
5102504;18494;5677;4;1115
5102603;1265;1105;5;475
5102637;7664;528;0;88
5102678;7379;1321;2;689
5102686;1191;262;0;49
5102694;270;999;0;101
5102702;3920;1452;4;279
5102793;1323;1955;0;80
5102850;1202;1228;0;83
5103007;3498;1131;0;866
5103056;2574;681;0;111
5103106;668;941;0;93
5103205;7010;2781;1;155
5103254;1704;5380;0;535
5103304;3746;1209;0;461
5103353;2241;4768;1;276
5103361;684;265;0;66
5103379;310;2790;3;1194
5103403;154890;5899;22;4534
5103437;478;1010;0;25
5103452;2102;457;0;25
5103502;4413;1196;0;265
5103601;2224;312;0;199
5103700;1968;860;0;112
5103809;652;497;0;57
5103858;797;623;1;91
5103908;845;407;0;170
5103957;550;437;0;44
5104104;6213;2841;0;328
5104203;3539;542;1;536
5104500;598;147;0;7
5104526;1037;488;0;34
5104542;1101;391;0;66
5104559;1126;222;0;41
5104609;2673;684;0;261
5104807;7411;483;0;260
5104906;885;289;0;804
5105002;1855;1088;0;270
5105101;7166;2504;0;328
5105150;4052;7524;0;344
5105176;1471;1541;0;172
5105200;2847;569;3;320
5105234;965;638;0;86
5105259;12564;1143;1;52
5105309;541;104;0;11
5105507;816;2539;0;637
5105580;2344;1331;0;63
5105606;2802;1336;0;111
5105622;4684;3003;0;229
5105903;3440;468;4;516
5106000;1478;340;0;114
5106109;1152;1328;0;1088
5106158;1091;2255;0;99
5106174;363;359;6;25
5106182;884;561;2;177
5106190;662;414;0;36
5106208;1027;177;0;246
5106216;1795;1943;0;153
5106224;7796;1447;0;126
5106232;4543;332;0;226
5106240;1620;945;0;139
5106257;4699;1134;1;343
5106265;542;1601;0;99
5106273;647;450;0;96
5106281;1201;668;0;178
5106299;1445;1669;0;100
5106307;4520;1089;2;312
5106315;33;476;0;89
5106372;3884;907;2;295
5106422;4873;3241;0;541
5106455;669;139;0;51
5106505;6081;2090;4;703
5106653;1382;296;0;67
5106703;564;54;4;27
5106752;7913;4437;0;309
5106778;1542;1259;83;124
5106802;1201;505;1;52
5106828;1580;1287;1;298
5106851;701;310;0;108
5107008;4037;1263;0;358
5107040;11278;4291;1;201
5107065;1999;1443;0;215
5107107;4416;1575;0;117
5107156;581;153;1;92
5107180;1534;885;4;278
5107198;626;74;0;43
5107206;1430;141;0;80
5107248;872;250;2;48
5107263;471;354;5;171
5107297;842;184;0;128
5107305;3818;737;0;360
5107354;1066;406;0;43
5107404;1151;88;0;22
5107578;18;651;0;301
5107602;57300;2246;6;1364
5107701;2982;1105;1;1084
5107743;378;206;0;21
5107750;716;333;0;222
5107768;421;259;0;37
5107776;876;1012;0;151
5107792;596;318;0;76
5107800;2567;1989;0;1003
5107859;1793;1216;1;255
5107875;4496;836;0;58
5107883;230;184;0;25
5107909;23717;9639;1;647
5107925;17396;2312;0;147
5107941;1549;1383;0;139
5107958;22062;2491;0;608
5108006;1945;627;0;35
5108055;1642;1811;0;119
5108105;767;256;0;100
5108204;1109;289;0;52
5108303;826;260;0;55
5108352;395;510;0;44
5108402;61959;10616;6;1736
5108501;1823;980;0;82
5108600;842;4993;0;206
5108808;587;904;0;14
5108857;542;310;0;70
5108907;1377;291;3;201
5108956;42;2286;0;168
5200050;1589;395;132;16
5200100;3369;1013;19;236
5200134;3847;2403;103;68
5200159;719;120;1;4
5200175;824;450;0;320
5200209;507;209;0;18
5200258;38418;4390;6;1408
5200308;5255;1979;0;175
5200506;668;115;0;17
5200555;1241;202;0;10
5200605;1651;185;2;247
5200803;2014;148;36;207
5200829;374;522;26;169
5200852;1529;232;0;153
5200902;935;298;0;53
5201108;87239;15970;322;724
5201207;326;22;1;1
5201306;5580;1072;1;172
5201405;78418;55822;478;1656
5201454;625;156;0;37
5201504;839;345;0;75
5201603;1122;176;0;1
5201702;5442;206;3;46
5201801;1509;1139;0;45
5202155;1568;866;8;126
5202353;780;310;38;72
5202502;1490;876;0;29
5202601;1130;219;0;13
5202809;663;174;1;15
5203104;360;364;6;516
5203203;1988;326;2;198
5203302;4618;3080;127;293
5203401;1948;606;0;274
5203500;4558;1762;37;186
5203559;2056;272;18;17
5203575;580;409;0;33
5203609;844;234;0;4
5203807;1317;448;1;82
5203906;2833;274;6;39
5203939;785;113;0;41
5203962;640;52;0;270
5204003;1719;442;1;146
5204102;2513;743;4;141
5204201;409;61;0;24
5204250;2103;517;0;121
5204300;3293;904;0;112
5204409;4291;951;42;392
5204508;19365;2995;94;560
5204557;641;363;1;96
5204607;707;330;1;8
5204656;706;258;4;240
5204706;2518;784;0;43
5204805;1353;445;3;125
5204854;1223;634;0;43
5204904;4522;208;25;601
5204953;996;597;0;72
5205000;2375;459;53;120
5205059;913;286;0;4
5205109;25939;1723;9;251
5205208;1081;396;0;36
5205307;1411;300;9;943
5205406;6305;437;3;93
5205455;1901;469;0;16
5205471;1765;308;0;23
5205497;14008;1499;4;336
5205513;2861;2115;25;271
5205521;714;163;3;206
5205703;591;230;0;131
5205802;1889;985;60;266
5205901;2017;567;43;50
5206206;9199;3638;4;504
5206305;879;126;0;37
5206404;3201;1348;180;319
5206503;983;234;1;39
5206602;833;169;6;27
5206701;757;77;0;210
5206800;727;224;0;6
5206909;510;196;8;51
5207105;535;260;0;61
5207253;1726;649;51;182
5207352;865;360;1;16
5207402;2956;803;3;27
5207501;776;301;0;3
5207535;1176;748;64;358
5207600;1331;844;0;65
5207808;3099;756;2;52
5207907;1174;616;18;1344
5208004;26379;2190;128;1328
5208103;1206;396;0;62
5208152;451;552;0;56
5208301;1104;48;1;427
5208400;2402;689;117;22
5208509;1509;156;53;47
5208608;13148;4601;1;310
5208707;392881;27664;840;1197
5208806;6696;3529;10;59
5208905;6298;1249;263;598
5209101;8399;2232;98;161
5209150;1007;649;2;53
5209200;3417;809;155;121
5209291;475;275;0;102
5209408;759;72;0;413
5209457;470;284;0;55
5209606;888;262;0;34
5209705;2984;2329;1;118
5209804;989;217;0;176
5209903;2590;277;9;526
5209937;1025;804;1;26
5209952;3751;522;3;25
5210000;12883;2218;4;102
5210109;6879;848;10;399
5210158;517;410;0;89
5210208;9868;880;1;269
5210307;705;245;0;64
5210406;8062;2467;184;485
5210562;1244;309;0;26
5210604;1528;282;4;42
5210802;1295;321;0;81
5210901;4107;1422;265;127
5211008;1950;771;5;46
5211206;6750;1663;4;718
5211305;1212;681;1;163
5211404;2319;517;8;50
5211503;24936;5125;283;371
5211602;528;353;1;103
5211701;1509;451;0;275
5211800;10480;2002;32;483
5211909;22989;4373;58;237
5212006;815;211;0;24
5212055;546;189;0;7
5212105;1882;479;0;47
5212204;4936;1181;4;264
5212253;261;159;0;12
5212303;1675;732;2;135
5212501;29269;18967;2;1609
5212600;546;185;8;80
5212709;1471;43;0;402
5212808;2622;792;0;63
5212907;613;94;0;2
5212956;1051;355;54;30
5213004;3308;180;15;16
5213053;394;207;0;266
5213087;8237;1099;4;397
5213103;14471;1204;1;257
5213400;425;169;2;40
5213509;1183;515;2;476
5213707;1668;791;1;270
5213756;2517;657;0;112
5213772;541;594;43;60
5213806;12107;1917;3;208
5213855;578;200;0;49
5213905;1267;440;0;49
5214002;2956;1286;0;59
5214051;1162;912;0;92
5214101;820;374;10;107
5214408;2466;228;6;17
5214507;6037;1263;2;79
5214606;9869;1832;37;1240
5214705;565;151;1;31
5214804;654;73;0;6
5214838;2165;1685;3;81
5214861;2120;746;0;100
5214879;629;224;0;78
5214903;939;62;1;124
5215009;2002;402;1;22
5215207;967;326;1;38
5215231;23304;2053;10;1138
5215256;857;345;0;138
5215306;2566;1770;1;530
5215405;871;404;0;59
5215504;1519;207;0;34
5215603;4611;1688;4;1735
5215652;670;365;0;79
5215702;4874;2591;0;255
5215801;716;66;0;2
5215900;951;311;0;13
5216007;721;232;0;27
5216304;2804;218;0;44
5216403;2611;811;0;89
5216452;538;336;0;55
5216809;2059;1110;3;109
5216908;411;387;2;101
5217104;5602;2316;234;309
5217203;3178;703;0;134
5217302;5231;1389;26;619
5217401;8303;616;5;41
5217609;19460;2185;13;1177
5217708;4454;1435;0;173
5218003;10626;2535;45;246
5218052;867;171;9;21
5218102;843;351;0;42
5218300;6910;441;17;1564
5218391;764;299;0;31
5218508;10308;3400;75;394
5218607;3061;220;0;76
5218706;1242;190;0;17
5218789;857;217;1;7
5218805;45852;9242;32;361
5218904;5258;868;18;203
5219001;2294;292;53;31
5219100;1652;169;0;37
5219209;466;597;0;45
5219258;1136;411;0;16
5219308;10060;1645;1;142
5219357;872;390;0;22
5219407;1975;188;0;97
5219456;492;423;0;51
5219506;695;210;74;17
5219605;1119;193;0;67
5219704;1757;1192;161;192
5219712;1018;389;0;17
5219738;1197;169;0;18
5219753;12640;2820;42;2376
5219803;2004;268;0;1023
5219902;1420;573;0;27
5220009;1768;591;5;376
5220058;450;132;1;27
5220108;8813;1167;48;414
5220157;632;785;0;33
5220207;3941;3175;24;114
5220264;668;462;0;108
5220280;411;230;0;60
5220405;5360;110;0;56
5220454;19677;4366;20;197
5220504;1767;600;0;47
5220603;3949;1573;6;622
5220686;1521;60;19;224
5220702;493;162;1;176
5221007;1006;251;0;23
5221080;580;73;3;156
5221197;1471;401;0;65
5221304;694;218;2;30
5221403;27039;4600;105;156
5221452;743;284;0;133
5221502;1398;308;0;17
5221551;944;399;0;36
5221577;588;382;5;19
5221601;8890;2475;2;339
5221700;3702;847;5;191
5221809;746;201;57;27
5221858;29693;8993;16;698
5221908;774;379;32;80
5222005;2723;744;0;523
5222054;2064;253;1;32
5222203;1018;178;4;203
5222302;605;550;51;276
5300108;736105;23475;288;14063
