Geocod;V012;V013;V014;V015
3123908;3283;704;8;268
3124005;3364;1770;2;554
3124104;12944;3522;231;819
3124203;5021;1666;6;701
3124302;6653;133;18;1670
3124401;767;388;0;295
3124500;1825;1070;16;509
3124609;601;136;0;89
3124708;993;122;0;110
3124807;1871;385;7;169
3124906;2561;818;1;197
3125002;1033;46;0;6
3125101;6677;1453;1;915
3125200;538;227;0;54
3125309;858;202;0;60
3125408;1139;180;0;166
3125507;568;46;0;148
3125606;1491;352;0;163
3125705;3455;543;91;397
3125804;541;411;1;25
3125903;1202;962;73;1117
3125952;1332;1121;4;430
3126000;1588;337;1;105
3126109;19522;1173;48;558
3126208;1466;405;43;311
3126307;1016;204;0;148
3126406;550;158;0;56
3126505;2116;81;105;506
3126604;814;76;0;606
3126703;4396;828;116;1474
3126752;782;529;0;352
3126802;995;524;42;144
3126901;2015;293;14;282
3126950;240;466;7;189
3127008;4091;381;4;93
3127057;1011;134;0;256
3127073;719;149;3;716
3127107;14989;2357;32;626
3127206;823;217;30;79
3127305;1814;349;31;65
3127339;1210;84;4;177
3127354;587;34;0;232
3127370;876;141;0;35
3127388;969;202;1;37
3127404;403;402;2;561
3127503;851;462;0;211
3127602;2916;170;9;265
3127701;77517;2440;51;616
3127702;158;355;10;26
3127800;1882;351;18;1641
3127909;422;71;0;12
3128006;7543;1273;18;528
3128105;3020;937;0;437
3128204;1150;1342;57;387
3128253;1138;36;2;262
3128303;5219;627;1;62
3128402;2106;469;0;79
3128501;1079;165;0;23
3128600;1223;468;11;380
3128709;14533;982;6;78
3128808;1695;511;0;107
3128907;1815;264;15;164
3129004;1542;1120;1;242
3129103;1025;873;0;268
3129202;1537;207;3;213
3129301;2144;999;1;134
3129400;1102;286;0;138
3129509;6419;944;27;218
3129608;1630;181;2;414
3129657;1349;37;9;263
3129707;2692;862;1;88
3129806;45617;296;38;288
3129905;802;204;0;160
3130002;747;103;1;15
3130051;1870;164;9;505
3130101;9362;727;77;225
3130200;2304;262;175;16
3130309;2303;269;32;101
3130408;1501;140;0;47
3130507;2795;498;0;328
3130556;522;1206;0;193
3130606;1241;560;6;444
3130655;1021;374;21;528
3130705;1261;567;0;120
3130804;512;200;0;97
3130903;3726;2766;26;1100
3131000;1388;158;51;55
3131109;1578;112;24;325
3131158;3810;643;0;221
3131208;4567;808;2;629
3131307;65320;6212;236;1000
3131406;1274;130;0;6
3131505;2152;445;5;410
3131604;1503;288;50;171
3131703;29092;1333;20;1266
3131802;2487;584;4;177
3131901;11995;512;27;713
3132008;463;365;1;451
3132107;3453;85;17;815
3132206;3061;713;9;204
3132305;1556;965;17;514
3132404;26011;693;6;856
3132405;124;126;0;97
3132503;6311;1279;4;1377
3132602;1015;186;0;98
3132701;4619;1301;10;529
3132800;338;173;0;182
3132909;2563;707;0;132
3133006;2722;404;0;1082
3133105;3910;235;0;220
3133204;2757;748;84;199
3133303;4920;300;32;889
3133402;3034;1191;0;171
3133501;5572;792;84;494
3133600;1610;849;0;278
3133709;2027;574;183;290
3133758;4642;93;1;32
3133808;25735;749;51;131
3133907;697;578;5;370
3134004;2483;462;81;761
3134103;975;642;2;230
3134202;30384;1592;46;332
3134301;1600;196;43;20
3134400;9550;918;18;626
3134509;949;258;0;104
3134608;3406;1314;83;579
3134707;3060;272;6;400
3134806;1557;677;0;267
3134905;6042;920;0;149
3135001;657;160;14;57
3135050;7326;372;5;1219
3135076;930;450;4;106
3135100;17252;369;22;743
3135209;12354;643;172;3552
3135210;25;207;7;445
3135308;951;208;0;10
3135357;2123;66;5;114
3135407;950;323;36;374
3135456;1044;62;3;641
3135506;2264;1218;38;525
3135605;1715;154;62;523
3135704;916;392;43;206
3135803;5249;806;2;1050
3135902;1200;239;0;121
3136009;2857;748;3;530
3136108;468;1037;0;166
3136207;21700;158;22;265
3136306;11120;1178;152;1100
3136405;744;119;0;373
3136504;2186;332;12;475
3136520;576;153;3;413
3136553;541;455;70;205
3136579;757;63;1;386
3136603;1197;268;2;186
3136652;6218;253;25;270
3136702;162174;3737;9;1952
3136703;534;651;0;981
3136801;684;57;5;453
3136900;1428;524;0;867
3136959;1186;59;8;258
3137007;1747;1736;0;783
3137106;1963;342;43;317
3137205;13401;496;7;72
3137304;843;85;17;245
3137403;2567;512;12;178
3137502;4220;1105;0;287
3137536;2135;396;35;172
3137601;14884;608;20;222
3137700;3715;1579;3;778
3137809;5125;568;18;670
3137908;519;379;0;170
3138005;1585;385;0;123
3138104;1482;177;35;286
3138203;27520;881;47;528
3138302;658;299;1;52
3138351;1054;20;0;252
3138401;14482;1428;3;579
3138500;1297;213;0;201
3138609;4214;563;3;587
3138625;1546;510;0;221
3138658;2105;35;0;190
3138674;597;860;8;430
3138682;1275;39;3;382
3138708;1396;261;0;99
3138807;5029;537;0;251
3138906;1793;287;0;97
3139003;9531;1580;1;357
3139102;1247;114;0;76
3139201;3502;1317;1;589
3139250;1700;19;10;250
3139300;3862;97;32;1125
3139409;19289;3494;223;1180
3139508;5410;1037;0;328
3139607;7264;1277;21;384
3139706;1715;184;0;52
3139805;3456;325;0;60
3139904;2592;556;16;795
3140001;14062;556;1;706
3140002;403;2;0;3
3140100;1119;163;0;26
3140159;3458;302;1;109
3140209;675;171;0;40
3140308;687;422;5;62
3140407;487;199;0;219
3140506;3441;471;18;138
3140530;1046;767;0;389
3140555;1792;249;0;184
3140605;752;403;0;125
3140704;7150;915;15;482
3140803;3460;642;0;123
3140852;1600;156;36;702
3140902;3848;971;18;181
3141009;3636;34;9;308
3141108;9321;211;11;328
3141207;1137;193;0;54
3141306;636;306;5;174
3141405;4707;833;23;549
3141504;1115;754;0;197
3141603;2365;467;0;469
3141702;952;651;0;200
3141801;3718;427;56;3276
3141900;1030;48;1;49
3142007;3233;103;0;406
3142106;2119;805;0;356
3142205;3531;455;0;143
3142254;1048;14;2;113
3142304;579;311;1;588
3142403;2083;170;0;18
3142502;454;79;0;152
3142601;1911;434;1;173
3142700;3288;205;1;904
3142809;4981;1606;6;100
3142908;5958;103;15;864
3143005;2961;631;6;524
3143104;13151;1493;132;177
3143153;491;433;0;299
3143203;5672;1189;1;230
3143302;95022;3854;275;4876
3143401;5333;1172;0;389
3143450;1269;326;11;287
3143500;2142;336;46;265
3143609;490;110;58;150
3143708;791;113;0;89
3143807;1192;534;0;220
3143906;30301;2163;4;342
3144003;4167;3144;0;1151
3144102;5082;783;0;695
3144201;616;174;2;117
3144300;11723;919;51;188
3144359;1689;131;0;10
3144375;762;83;26;171
3144409;1055;222;44;248
3144508;2031;311;15;90
3144607;6259;1137;5;374
3144656;1385;47;20;1136
3144672;404;622;13;127
3144706;4382;213;3;603
3144805;22430;505;1;1261
3144904;754;348;4;61
3145000;3388;439;0;126
3145059;1765;58;0;200
3145109;2736;885;6;1291
3145208;20450;1119;5;318
3145307;3111;2649;260;1924
3145356;1661;857;4;489
3145372;754;48;15;601
3145406;407;146;0;117
3145455;882;183;1;379
3145505;757;29;0;12
3145604;10654;974;25;383
3145703;432;151;0;82
3145802;319;341;6;261
3145851;909;313;4;58
3145877;956;854;11;379
3145901;9295;456;10;619
3146008;8159;1603;13;657
3146107;17040;808;18;1311
3146108;682;196;1;175
3146206;1101;462;1;133
3146255;951;136;6;311
3146305;3177;601;5;1206
3146404;1340;227;0;96
3146503;2256;237;15;127
3146552;856;98;67;614
3146602;411;48;0;65
3146701;1544;446;0;63
3146750;1490;289;0;289
3146909;3524;395;0;104
3147006;20028;2631;33;1113
3147105;23657;1305;6;480
3147204;5070;948;0;262
3147303;5197;552;0;544
3147402;5727;513;89;342
3147501;243;104;0;210
3147600;4070;310;0;405
3147709;2038;468;14;193
3147808;437;179;0;80
3147907;31539;1405;37;252
3147956;1346;60;1;114
3148004;41338;2699;46;1377
3148103;21542;2943;15;870
3148202;1443;308;0;45
3148301;1545;924;0;205
3148400;779;408;0;144
3148509;1699;598;5;174
3148608;2738;1578;0;570
3148707;5584;425;3;531
3148756;587;789;58;343
3148806;665;345;1;71
3148905;880;346;0;97
3149002;439;108;0;131
3149101;1737;826;1;839
3149150;1938;118;15;650
3149200;949;135;0;51
3149309;16650;584;17;233
3149408;357;187;0;42
3149507;912;115;0;17
3149606;1036;168;29;98
3149705;2227;363;5;124
3149804;2885;1304;5;225
3149903;5719;448;5;166
3149952;1665;328;1;17
3150000;875;240;0;47
3150109;550;276;0;112
3150158;1123;989;0;30
3150208;919;205;0;26
3150307;1248;222;0;140
3150406;722;524;0;310
3150505;2305;309;61;44
3150539;1164;119;0;18
3150570;1078;207;23;550
3150604;1355;598;25;139
3150703;1286;215;0;5
3150802;1875;1493;100;1112
3150901;695;432;0;462
3151008;1516;623;3;266
3151107;3054;388;0;48
3151206;14616;216;2;105
3151305;2728;702;0;40
3151404;6569;308;69;660
3151503;9627;784;54;181
3151602;3089;169;1;23
3151701;2985;1095;2;1035
3151800;49035;972;16;452
3151909;1976;844;0;191
3152006;7200;996;91;221
3152105;15202;1461;13;513
3152131;745;139;59;160
3152170;1435;647;57;924
3152204;8065;278;134;2519
3152303;1581;974;25;286
3152402;2801;1274;27;449
3152501;36650;3060;7;661
3152600;1264;380;0;339
3152709;2079;217;5;234
3152808;6337;1629;2;250
3152907;2719;270;32;48
3153004;640;391;0;104
3153103;690;450;0;461
3153202;632;124;38;383
3153301;620;65;0;75
3153400;4527;1115;2;678
3153509;1616;802;0;315
3153608;2534;88;0;79
3153707;909;166;1;38
3153806;378;115;47;62
3153905;4224;51;0;104
3154002;4980;2147;56;532
3154101;3082;395;0;31
3154150;1217;518;0;218
3154200;2826;423;1;248
3154309;4427;1028;0;283
3154408;858;261;3;312
3154457;1354;426;123;434
3154507;1330;193;89;697
3154606;81535;1875;178;1534
3154705;1116;69;7;22
3154804;2462;84;2;83
3154903;3507;666;18;92
3155009;612;90;0;73
3155108;1095;185;5;260
3155207;760;692;30;348
3155306;1029;456;7;197
3155405;2346;420;0;38
3155504;2569;886;1;411
3155603;4844;1095;36;1569
3155702;3687;474;0;198
3155801;4630;710;0;138
3155900;1329;253;0;162
3156007;1593;924;34;1222
3156106;1175;192;0;292
3156205;563;53;0;87
3156304;1822;185;3;35
3156403;882;219;0;36
3156452;753;503;0;164
3156502;1186;282;47;720
3156601;2373;326;1;362
3156700;34917;568;145;814
3156809;2979;1103;5;567
3156908;6130;1131;2;341
3157005;9635;334;131;1693
3157104;1676;34;4;266
3157203;7146;359;6;479
3157252;945;1055;0;359
3157278;614;261;0;69
3157302;682;378;0;325
3157336;2491;13;8;8
3157377;716;264;35;265
3157401;844;650;0;76
3157500;691;437;0;195
3157609;665;154;23;310
3157658;1007;181;0;422
3157708;2929;439;6;71
3157807;56940;655;57;680
3157906;2259;1579;8;472
3158003;1723;470;42;633
3158102;1185;219;0;192
3158201;2857;834;4;372
3158300;1619;488;1;93
3158409;972;178;0;62
3158508;1014;859;2;645
3158607;953;184;0;31
3158706;499;69;0;91
3158805;1447;43;0;13
3158904;1221;795;9;520
3158953;5460;2172;24;235
3159001;869;139;46;233
3159100;722;214;12;197
3159209;1965;776;5;367
3159308;1352;273;0;146
3159357;1455;421;1;157
3159407;704;150;0;243
3159506;799;705;2;281
3159605;9631;1265;27;332
3159704;912;123;0;30
3159803;4849;968;15;271
3159902;4254;379;2;403
3160009;891;250;0;63
3160108;1019;212;0;7
3160207;439;372;1;263
3160306;2059;833;2;680
3160405;7232;945;1;180
3160454;923;198;1;676
3160504;263;145;0;124
3160603;773;72;0;191
3160702;12892;768;4;1018
3160801;1215;69;0;30
3160900;996;76;2;29
3160959;477;875;1;208
3161007;3378;1229;15;683
3161056;575;404;1;73
3161106;9659;661;157;3021
3161205;1589;250;38;99
3161304;1513;413;10;105
3161403;1025;409;0;180
3161502;2356;691;0;174
3161601;819;307;0;113
3161650;815;246;4;80
3161700;1590;256;33;133
3161809;2873;380;1;69
3161908;2210;305;0;237
3162005;5751;852;4;523
3162104;8953;838;11;203
3162203;1875;388;0;17
3162252;894;107;19;422
3162302;578;202;0;123
3162401;5756;207;22;610
3162450;1438;10;4;1089
3162500;25109;1706;47;451
3162559;1427;1134;45;440
3162575;1342;255;20;87
3162609;2022;472;0;30
3162658;830;50;0;262
3162708;4441;519;21;1045
3162807;3099;1090;1;365
3162906;7573;357;0;332
3162922;5985;407;68;339
3162948;1384;449;0;214
3162955;5402;161;6;78
3163003;840;203;1;119
3163102;856;375;1;73
3163201;944;230;0;94
3163300;816;244;10;82
3163409;1278;244;56;153
3163508;608;820;83;351
3163607;490;128;2;168
3163706;13460;123;6;78
3163805;1159;720;0;179
3163904;1139;393;2;214
3164001;2055;447;4;31
3164100;833;560;0;260
3164209;1621;240;3;576
3164308;1472;486;0;325
3164407;953;413;0;178
3164431;522;307;0;103
3164472;809;797;0;106
3164506;1112;1253;6;549
3164605;1107;648;1;80
3164704;19203;1273;3;256
3164803;275;120;2;118
3164902;427;130;0;125
3165008;2660;475;3;183
3165107;1787;383;0;95
3165206;1379;421;0;330
3165305;1837;202;0;14
3165404;1205;359;0;426
3165503;867;499;0;125
3165537;7023;117;38;156
3165552;672;1072;0;806
3165560;499;247;0;184
3165578;991;312;0;275
3165602;485;119;0;27
3165701;1604;529;2;153
3165800;237;256;0;136
3165909;588;474;1;255
3166006;1180;321;0;136
3166105;455;411;0;167
3166204;2054;405;71;458
3166303;1077;742;4;281
3166402;482;47;0;47
3166501;537;198;1;382
3166600;195;77;0;17
3166709;2324;204;0;147
3166808;2375;710;0;184
3166907;1943;260;1;24
3166956;646;45;17;578
3167004;505;77;0;53
3167103;3637;757;41;1191
3167202;61571;909;19;611
3167301;516;168;0;52
3167400;1199;645;0;133
3167509;627;85;0;43
3167608;2414;2020;1;995
3167707;1239;543;1;45
3167806;1217;336;0;283
3167905;916;343;0;96
3168002;7117;1159;52;580
3168051;688;294;0;111
3168101;767;414;0;107
3168200;396;179;0;89
3168309;623;254;87;198
3168408;2449;1621;37;416
3168507;2326;1203;14;104
3168606;33852;4468;147;1880
3168705;22605;996;19;565
3168804;1917;332;9;45
3168903;1714;531;2;255
3169000;3987;976;0;95
3169059;558;401;0;304
3169109;911;587;0;330
3169208;2485;466;2;204
3169307;19546;1715;33;253
3169356;8166;348;25;159
3169406;14004;1776;23;240
3169505;1563;291;2;111
3169604;7428;617;57;129
3169703;4012;290;26;945
3169802;895;436;0;149
3169901;29192;2470;4;365
3170008;2554;157;13;273
3170057;1790;1284;140;474
3170107;92678;3058;179;567
3170206;191868;2993;14;926
3170305;674;115;0;49
3170404;19682;2692;156;1670
3170438;901;418;136;77
3170479;694;98;0;240
3170503;2045;490;0;343
3170529;1785;337;35;905
3170578;1671;163;49;69
3170602;556;164;4;74
3170651;639;85;0;462
3170701;36218;1104;3;221
3170750;1615;171;2;149
3170800;9763;462;28;506
3170909;4025;155;14;648
3171006;5458;648;4;335
3171030;1360;369;39;350
3171071;1152;107;5;372
3171105;662;330;26;83
3171154;566;713;2;174
3171204;29453;215;14;102
3171303;20605;1735;54;333
3171402;617;305;2;240
3171501;890;84;3;13
3171600;2597;121;106;1127
3171709;1587;427;0;560
3171808;1808;953;19;208
3171907;1141;308;2;313
3172004;10461;1311;3;359
3172103;1238;253;0;44
3172202;220;132;0;431
3200102;5114;3517;19;1189
3200136;1000;1608;0;305
3200169;2090;1230;0;445
3200201;7490;1768;0;677
3200300;2232;1377;0;857
3200359;1380;773;8;140
3200409;5901;926;0;512
3200508;1784;448;0;225
3200607;20873;2173;1;569
3200706;2136;661;0;173
3200805;7529;1335;0;485
3200904;8206;3441;4;382
3200905;331;396;1;77
3201001;3195;1125;0;57
3201100;2912;197;0;65
3201159;1031;1998;0;463
3201209;55125;2674;1;980
3201308;104726;2408;6;558
3201407;7924;2382;0;731
3201506;32007;3340;4;732
3201605;7173;887;1;390
3201704;1905;1320;0;405
3201803;628;484;0;231
3201902;3371;5379;0;1000
3202009;1208;717;0;134
3202108;4853;1970;1;374
3202207;4322;729;0;161
3202256;1433;1757;0;166
3202306;6957;1267;0;604
3202405;29978;2498;6;897
3202454;3877;2284;0;942
3202504;2940;339;1;108
3202553;1132;1004;0;476
3202603;2545;866;0;636
3202652;1301;1485;0;701
3202702;2829;1453;1;370
3202801;6804;2106;1;440
3202900;1618;1461;1;293
3203007;5008;2284;1;1406
3203056;4936;2192;3;180
3203106;2760;587;0;170
3203130;4478;421;0;71
3203163;1359;1769;2;420
3203205;35955;5094;2;857
3203304;2922;1256;0;191
3203320;8974;1529;1;129
3203346;2353;1804;0;385
3203353;2110;1263;0;184
3203403;5030;2548;1;746
3203502;4353;1195;11;166
3203601;1086;628;0;147
3203700;2499;2389;0;726
3203809;2955;1080;0;414
3203908;9997;3979;5;427
3204005;3144;2831;20;527
3204054;6545;409;0;168
3204104;5958;1257;2;220
3204203;5451;239;0;58
3204252;1763;416;0;59
3204302;1930;1119;1;251
3204351;2104;3127;10;220
3204401;2112;1095;0;422
3204500;1007;2247;0;494
3204559;2865;5822;1;1435
3204609;3674;2633;0;571
3204658;1176;1233;0;122
3204708;7172;2877;1;206
3204807;2831;565;0;113
3204906;26154;5532;165;916
3204955;1768;1581;0;163
3205002;120502;3334;6;968
3205010;5043;1704;0;203
3205036;2054;1827;0;1845
3205069;3617;2249;0;418
3205101;16828;1351;2;523
3205150;1182;1412;0;206
3205176;1413;2544;0;261
3205200;132254;1529;3;297
3205309;107715;714;7;79
3300100;47500;1938;16;3974
3300159;2990;353;0;109
3300209;31903;2501;88;1297
3300225;2324;674;0;502
3300233;7235;293;34;1450
3300258;6182;2229;15;530
3300308;23380;5701;4;1246
3300407;50384;4364;2;884
3300456;108529;28914;59;8175
3300506;4918;2192;1;1352
3300605;10109;1125;0;425
3300704;41266;12361;106;5705
3300803;13310;2523;0;2005
3300902;3619;953;0;537
3300936;1720;2211;5;191
3300951;2312;115;0;58
3301009;96493;22694;14;2293
3301010;8593;10991;1;968
3301108;4930;1098;1;353
3301157;2928;985;1;367
3301207;5151;384;0;206
3301306;10397;870;12;202
3301405;2312;4107;0;289
3301504;6106;273;0;224
3301603;1920;960;1;670
3301702;168535;86749;163;13898
3301801;1855;2052;0;487
3301850;8763;5353;7;1611
3301876;6139;226;6;1070
3301900;18688;42910;63;7228
3302007;27524;4875;30;1481
3302056;4064;582;1;230
3302106;6316;1373;0;297
3302205;28453;2309;3;1073
3302254;8557;195;0;616
3302270;23640;3548;28;1193
3302304;1807;459;0;129
3302403;52647;10146;61;3817
3302452;1533;109;0;10
3302502;28239;32225;50;9858
3302601;6743;789;3;4239
3302700;8112;31733;131;2834
3302809;3901;1859;1;400
3302858;48439;2780;22;1852
3302908;4665;2861;0;798
3303005;7272;730;0;184
3303104;4126;714;0;123
3303203;46056;3755;44;659
3303302;164541;2809;97;1486
3303401;47994;8699;9;6828
3303500;189199;50248;83;8437
3303609;10372;3239;3;1635
3303708;11042;1429;2;354
3303807;8041;1285;2;2070
3303856;4616;2550;0;836
3303906;56566;17968;19;21766
3303955;6266;659;1;179
3304003;6543;1099;2;274
3304102;4323;1005;1;392
3304110;4732;183;0;44
3304128;3287;621;0;79
3304144;34831;6521;14;843
3304151;4479;1471;0;278
3304201;37313;764;2;653
3304300;9571;6323;7;1270
3304409;3577;939;1;981
3304508;2030;272;0;203
3304524;21063;10347;48;3206
3304557;2111133;12247;374;20266
3304607;1683;708;0;941
3304706;10198;1118;0;357
3304707;759;767;0;315
3304755;3418;9517;1;552
3304805;10069;1758;3;900
3304904;259415;42833;593;22519
3305000;7535;2861;0;194
3305109;137175;6921;164;3190
3305133;1084;927;0;274
3305158;3138;2724;0;639
3305208;23909;619;71;2661
3305307;1409;1156;0;192
3305406;3929;1182;0;411
3305505;9352;12234;68;1341
3305554;22741;1204;1;310
3305604;2899;3557;1;247
3305703;1471;2077;2;1523
3305752;2944;6041;4;617
3305802;37763;7337;15;8495
3305901;1220;940;0;1123
3306008;22753;974;1;373
3306107;18646;3311;3;1172
3306156;1313;1293;1;245
3306206;8683;1764;6;540
3306305;83214;647;4;295
3500105;10780;496;0;38
3500204;1046;127;0;27
3500303;8896;876;1;108
3500402;2165;269;0;51
3500501;5184;305;0;106
3500550;1424;285;0;156
3500600;989;1;0;0
3500709;9692;358;0;121
3500758;1097;394;0;32
3500808;1144;191;0;13
3500907;933;244;0;6
3501004;4299;456;1;111
3501103;1097;225;0;37
3501152;4175;558;1;230
3501202;975;278;0;24
3501301;6536;836;0;49
3501400;913;95;0;4
3501509;826;75;0;9
3501608;66233;1161;0;242
3501707;10175;97;0;12
3501806;1674;208;0;30
3501905;17676;2129;1;738
3502002;1098;245;0;31
3502101;16960;913;0;207
3502200;5673;1008;0;339
3502309;1018;372;0;72
3502408;952;170;0;21
3502507;10154;140;0;49
3502606;1303;242;0;6
3502705;6112;735;1;715
3502754;3365;1076;2;495
3502804;58985;1381;1;223
3502903;5497;2713;0;321
3503000;1540;75;11;23
3503109;1369;458;0;69
3503158;587;168;0;34
3503208;67411;989;2;346
3503307;35309;825;0;199
3503356;382;229;0;19
3503406;2042;579;0;40
3503505;801;245;0;36
3503604;2929;72;0;11
3503703;2450;127;1;113
3503802;11982;1044;1;452
3503901;19935;1235;0;266
3503950;423;91;0;3
3504008;30088;949;1;73
3504107;28878;8577;6;750
3504206;4237;421;0;63
3504305;1057;335;0;170
3504404;2885;171;0;6
3504503;24676;1249;1;302
3504602;4357;309;0;44
3504701;405;28;0;34
3504800;2507;214;0;27
3504909;2578;432;0;251
3505005;658;161;0;100
3505104;1776;245;0;28
3505203;9459;485;0;39
3505302;11038;93;0;36
3505351;746;514;0;311
3505401;1047;392;0;965
3505500;34678;1324;1;138
3505609;8278;91;0;40
3505708;71171;224;2;304
3505807;5528;785;0;31
3505906;17028;666;0;46
3506003;108140;1275;2;427
3506102;22383;924;0;28
3506201;792;69;0;1
3506300;3162;307;0;24
3506359;13086;125;2;1323
3506409;2202;183;0;7
3506508;34301;1139;0;192
3506607;5508;2716;2;174
3506706;3808;300;0;41
3506805;3089;199;0;23
3506904;2043;975;0;138
3507001;12920;1580;0;181
3507100;5350;640;0;105
3507159;665;90;0;236
3507209;188;48;0;3
3507308;1119;126;0;5
3507407;4259;461;0;48
3507456;605;56;0;30
3507506;39425;1206;1;470
3507605;39255;4567;3;654
3507704;1395;144;0;49
3507753;596;119;0;9
3507803;6171;189;0;25
3507902;6143;476;0;36
3508009;4506;799;2;202
3508108;4774;337;0;70
3508207;1114;234;0;25
3508306;1198;143;0;39
3508405;10111;1626;0;163
3508504;23088;1610;1;135
3508603;8440;463;0;165
3508702;3897;1351;3;437
3508801;4595;514;0;216
3508900;1147;226;0;17
3509007;24484;275;1;588
3509106;920;254;0;448
3509205;17482;1161;0;544
3509254;6740;940;1;793
3509304;2859;228;0;13
3509403;6354;723;7;125
3509452;1520;244;0;44
3509502;341751;4508;7;1956
3509601;20215;1630;0;113
3509700;12788;375;0;1133
3509809;1160;294;0;36
3509908;3171;166;3;314
3509957;1120;74;1;10
3510005;9014;576;0;24
3510104;739;126;0;3
3510153;1150;57;0;11
3510203;11566;1630;1;403
3510302;4262;914;1;59
3510401;12987;420;2;573
3510500;30765;465;0;691
3510609;106527;270;1;1792
3510708;3671;448;0;15
3510807;7424;910;0;32
3510906;568;242;4;23
3511003;4197;865;0;489
3511102;35947;933;0;58
3511201;2063;169;0;7
3511300;2096;380;0;139
3511409;5000;468;0;64
3511508;11563;447;0;182
3511607;3459;932;1;77
3511706;4207;195;0;11
3511904;2063;92;0;4
3512001;4933;348;3;27
3512100;1449;340;0;19
3512209;6573;544;0;19
3512308;4128;816;0;265
3512407;5833;441;0;139
3512506;1386;278;0;2
3512605;1322;289;0;16
3512704;780;378;0;55
3512803;17063;526;0;175
3512902;1909;608;2;46
3513009;53713;4750;1;572
3513108;8960;217;0;26
3513207;1674;599;4;64
3513306;635;139;0;5
3513405;22572;216;0;333
3513504;31991;77;3;4381
3513603;3917;2102;0;1007
3513702;8644;732;0;178
3513801;116602;182;1;489
3513850;476;113;0;0
3513900;2488;897;2;194
3514007;2377;47;0;2
3514106;7249;246;0;124
3514205;684;33;0;0
3514304;2644;181;0;12
3514403;13629;480;0;135
3514502;3612;384;1;26
3514601;2292;0;0;0
3514700;1630;333;0;55
3514809;2308;1287;0;663
3514908;3521;621;0;270
3514924;904;90;0;0
3514957;677;121;0;3
3515004;66339;891;5;349
3515103;14008;3601;1;507
3515129;849;127;0;40
3515152;3468;802;0;378
3515186;11600;1259;0;140
3515194;1115;136;0;59
3515202;2290;429;0;13
3515301;612;175;0;12
3515350;2074;555;0;332
3515400;4009;712;0;178
3515509;20882;879;2;37
3515608;1600;240;0;12
3515657;288;196;0;30
3515707;47594;394;0;395
3515806;508;95;0;19
3515905;899;178;0;6
3516002;3450;355;0;33
3516101;832;80;0;30
3516200;95960;1571;1;209
3516309;42087;1331;2;521
3516408;34406;1067;2;787
3516507;783;90;0;30
3516606;1839;458;0;66
3516705;12463;910;2;96
3516804;1118;104;0;8
3516853;1184;142;0;7
3516903;3251;344;1;11
3517000;2647;324;0;60
3517109;1039;374;0;8
3517208;2933;277;0;34
3517307;1478;194;0;19
3517406;11521;426;0;11
3517505;4831;527;0;373
3517604;3019;1429;1;971
3517703;5476;505;3;60
3517802;2348;338;0;141
3517901;2730;390;0;40
3518008;629;69;0;5
3518107;1758;139;0;48
3518206;9310;649;0;48
3518305;5326;2326;0;107
3518404;32519;1352;1;311
3518503;3002;532;0;150
3518602;9635;968;0;21
3518701;79110;418;11;5381
3518800;351514;5591;12;3037
3518859;1783;146;1;114
3518909;1313;217;0;5
3519006;2562;215;0;15
3519055;2271;970;0;92
3519071;53966;760;0;169
3519105;2748;316;1;39
3519204;1679;324;0;16
3519253;793;248;0;345
3519303;8530;247;0;23
3519402;3254;361;0;29
3519501;1995;165;0;5
3519600;16026;739;0;49
3519709;9117;11316;1;986
3519808;2174;47;0;2
3519907;2197;216;0;43
3520004;6813;44;0;4
3520103;8366;316;0;311
3520202;1707;688;0;414
3520301;6910;1311;9;835
3520400;7289;93;1;1603
3520426;2759;280;0;33
3520442;7588;359;0;81
3520509;57719;3157;0;410
3520608;1433;163;0;6
3520707;1209;203;0;4
3520806;1033;53;0;88
3520905;3909;176;0;25
3521002;5944;1583;0;269
3521101;1571;191;0;16
3521150;949;362;0;132
3521200;722;319;0;191
3521309;4176;167;0;36
3521408;5818;103;0;7
3521507;1993;238;0;17
3521606;1931;230;0;57
3521705;3828;1245;0;448
3521804;5837;1073;0;231
3521903;4058;730;1;65
3522000;704;259;0;5
3522109;25769;1688;4;642
3522158;759;59;1;172
3522208;38372;3664;8;742
3522307;39275;2533;2;454
3522406;23459;2289;1;859
3522505;54759;2073;1;771
3522604;19341;1271;0;320
3522653;722;181;0;256
3522703;11981;1133;0;55
3522802;3858;683;0;205
3522901;3323;145;0;239
3523008;1100;159;0;73
3523107;86650;1738;4;1213
3523206;14143;766;0;233
3523305;3579;631;0;359
3523404;27473;2873;0;803
3523503;4668;459;0;97
3523602;3456;368;0;172
3523701;1426;224;0;62
3523800;2027;231;14;16
3523909;43305;2383;5;788
3524006;10879;2062;1;348
3524105;12232;349;1;21
3524204;1775;222;0;4
3524303;21959;652;1;64
3524402;61353;2056;3;354
3524501;1547;200;0;9
3524600;3632;1041;1;562
3524709;12697;782;0;57
3524808;15221;1021;2;34
3524907;1032;545;1;70
3525003;32330;139;0;67
3525102;10532;399;2;201
3525201;3165;3715;1;207
3525300;40008;823;1;104
3525409;835;112;0;23
3525508;2710;1050;0;131
3525607;1095;134;0;58
3525706;9319;971;0;27
3525805;1306;60;0;7
3525854;651;144;0;59
3525904;111742;5356;3;1056
3526001;5165;463;1;149
3526100;3897;1171;5;874
3526209;5158;3309;6;326
3526308;1054;462;0;158
3526407;7005;848;0;75
